productId,productName,rating,price,discount,positiveReviews,negativeReviews,totalReviews,releaseDate,category,seller,sales_month1,sales_month2,sales_month3,sales_totalsales
187,Bose QuietComfort Earbuds ebay,4,10,13,23,15,38,2023-06-24T05:33:09.614Z,Electronic,eBay,4,44,76,124
188,Sony Alpha a6400 Mirrorless Camera ebay,1,34,19,36,26,62,2023-06-24T05:33:09.614Z,Gaming,eBay,27,97,54,178
189,Garmin Instinct Solar Outdoor GPS Watch ebay,3,85,47,22,3,25,2023-06-24T05:33:09.614Z,Gaming,eBay,42,38,45,125
190,Nintendo Switch Pro Controller ebay,3,87,29,22,91,113,2023-06-24T05:33:09.614Z,Books,eBay,51,40,24,115
191,Fitbit Flex 2 ebay,4,46,30,99,20,119,2023-06-24T05:33:09.614Z,Beauty,eBay,21,19,41,81
192,Apple iPad Pro ebay,1,55,49,88,44,132,2023-06-24T05:33:09.614Z,Mobiles,eBay,28,20,16,64
193,Samsung QN90A 75-Inch Neo QLED 4K Smart TV ebay,3,44,36,58,95,153,2023-06-24T05:33:09.614Z,Toys,eBay,41,75,69,185
194,Breville Joule Sous Vide ebay,0,57,32,93,99,192,2023-06-24T05:33:09.614Z,Daily life,eBay,54,86,78,218
195,Sony WH-1000XM3 Wireless Noise-Canceling Headphones ebay,5,52,13,40,92,132,2023-06-24T05:33:09.614Z,Gaming,eBay,45,61,22,128
196,LG Gram 17-Inch Laptop ebay,3,45,45,84,91,175,2023-06-24T05:33:09.614Z,Toys,eBay,82,89,6,177
197,Google Pixel 5 ebay,4,49,44,17,74,91,2023-06-24T05:33:09.614Z,Traveling,eBay,6,67,37,110
198,Ring Stick Up Cam Battery ebay,1,24,36,48,92,140,2023-06-24T05:33:09.614Z,Gaming,eBay,8,45,67,120
199,KitchenAid Artisan Series Stand Mixer ebay,1,16,36,11,66,77,2023-06-24T05:33:09.614Z,Home Decor,eBay,68,21,41,130
200,DJI Osmo Pocket Handheld Camera ebay,0,89,18,17,60,77,2023-06-24T05:33:09.614Z,Books,eBay,23,8,15,46
201,Echo Dot (4th generation) fc,2,52,11,52,68,120,2023-06-24T05:33:09.614Z,Mobiles,Flipkart,45,57,57,159
202,Kindle Paperwhite fc,2,61,23,64,54,118,2023-06-24T05:33:09.614Z,Traveling,Flipkart,30,70,47,147
203,Apple AirPods Pro fc,1,20,39,11,68,79,2023-06-24T05:33:09.614Z,Electronic,Flipkart,77,56,67,200
204,Instant Pot Duo fc,3,81,43,75,73,148,2023-06-24T05:33:09.614Z,Toys,Flipkart,8,82,32,122
205,Fitbit Charge 4 fc,0,99,43,50,14,64,2023-06-24T05:33:09.614Z,Sports,Flipkart,17,91,2,110
206,Sony WH-1000XM4 Wireless Headphones fc,5,50,20,36,30,66,2023-06-24T05:33:09.614Z,Sports,Flipkart,92,78,15,185
207,Samsung Galaxy Watch 4 fc,5,37,37,36,48,84,2023-06-24T05:33:09.614Z,Gaming,Flipkart,27,82,84,193
208,Nintendo Switch fc,3,29,30,24,24,48,2023-06-24T05:33:09.614Z,Toys,Flipkart,27,23,36,86
209,Philips Sonicare DiamondClean Toothbrush fc,2,13,29,97,96,193,2023-06-24T05:33:09.614Z,Electronic,Flipkart,24,32,44,100
210,Bose QuietComfort 35 II Wireless Headphones fc,5,84,29,47,86,133,2023-06-24T05:33:09.614Z,Toys,Flipkart,37,44,51,132
211,Roomba Robot Vacuum fc,5,59,43,35,15,50,2023-06-24T05:33:09.614Z,Electronic,Flipkart,22,73,66,161
212,Anker PowerCore Portable Charger fc,1,50,45,73,74,147,2023-06-24T05:33:09.614Z,Mobiles,Flipkart,47,20,44,111
213,GoPro Hero9 Black fc,2,44,47,35,82,117,2023-06-24T05:33:09.614Z,Traveling,Flipkart,2,17,19,38
214,JBL Flip 5 Portable Speaker fc,2,45,29,63,65,128,2023-06-24T05:33:09.614Z,Gaming,Flipkart,75,65,90,230
215,Apple Watch Series 6 fc,4,43,49,94,55,149,2023-06-24T05:33:09.614Z,Gaming,Flipkart,65,6,20,91
216,Dyson Supersonic Hair Dryer fc,2,81,27,73,4,77,2023-06-24T05:33:09.614Z,Beauty,Flipkart,92,52,18,162
217,Ring Video Doorbell Pro fc,3,66,38,26,38,64,2023-06-24T05:33:09.614Z,Beauty,Flipkart,16,34,81,131
218,Sony PlayStation 5 fc,5,38,29,41,32,73,2023-06-24T05:33:09.614Z,Electronic,Flipkart,40,75,85,200
219,Nikon D3500 DSLR Camera fc,2,37,37,48,2,50,2023-06-24T05:33:09.614Z,Toys,Flipkart,55,45,74,174
220,Garmin Forerunner 245 GPS Running Watch fc,2,20,35,6,90,96,2023-06-24T05:33:09.614Z,Electronic,Flipkart,13,58,69,140
221,NutriBullet Pro Blender fc,2,38,21,75,95,170,2023-06-24T05:33:09.614Z,Mobiles,Flipkart,19,94,78,191
222,Microsoft Surface Pro 7 fc,3,37,30,59,24,83,2023-06-24T05:33:09.614Z,Books,Flipkart,91,25,77,193
223,Weber Spirit II E-310 Gas Grill fc,3,7,18,15,36,51,2023-06-24T05:33:09.614Z,Gaming,Flipkart,70,48,21,139
224,Vitamix 5200 Blender fc,2,69,25,80,8,88,2023-06-24T05:33:09.614Z,Toys,Flipkart,70,54,25,149
225,TCL 55-Inch 4K Smart TV fc,0,52,15,66,88,154,2023-06-24T05:33:09.614Z,Books,Flipkart,84,75,51,210
226,AncestryDNA Genetic Testing Kit fc,3,66,15,77,56,133,2023-06-24T05:33:09.614Z,Beauty,Flipkart,25,10,79,114
227,Cuisinart 14-Cup Food Processor fc,4,7,28,61,17,78,2023-06-24T05:33:09.614Z,Gaming,Flipkart,91,6,83,180
228,Instant Pot Duo Crisp + Air Fryer fc,3,3,46,18,96,114,2023-06-24T05:33:09.615Z,Books,Flipkart,37,56,65,158
229,KitchenAid Stand Mixer fc,2,28,42,100,31,131,2023-06-24T05:33:09.615Z,Mobiles,Flipkart,86,27,87,200
230,Fitbit Versa 3 fc,1,60,19,75,71,146,2023-06-24T05:33:09.615Z,Traveling,Flipkart,9,44,60,113
231,Apple iPad Air fc,3,61,19,24,2,26,2023-06-24T05:33:09.615Z,Traveling,Flipkart,42,66,13,121
232,Sony X900H 65-Inch TV fc,0,12,21,6,4,10,2023-06-24T05:33:09.615Z,Sports,Flipkart,67,74,38,179
233,Garmin Venu 2S Fitness Smartwatch fc,5,17,21,90,67,157,2023-06-24T05:33:09.615Z,Beauty,Flipkart,6,62,24,92
234,Oculus Quest 2 VR Headset fc,4,49,27,42,57,99,2023-06-24T05:33:09.615Z,Traveling,Flipkart,35,38,89,162
235,iRobot Braava Jet M6 Robot Mop fc,1,81,48,76,4,80,2023-06-24T05:33:09.615Z,Books,Flipkart,28,4,80,112
236,Samsung Galaxy Buds Pro fc,0,15,29,63,1,64,2023-06-24T05:33:09.615Z,Books,Flipkart,72,26,48,146
237,All-New Fire HD 10 Tablet fc,0,21,36,84,65,149,2023-06-24T05:33:09.615Z,Gaming,Flipkart,83,77,38,198
238,Beats Solo Pro Wireless Headphones fc,1,49,14,19,41,60,2023-06-24T05:33:09.615Z,Sports,Flipkart,43,69,9,121
239,Canon EOS M50 Mark II Mirrorless Camera fc,2,29,43,43,2,45,2023-06-24T05:33:09.615Z,Traveling,Flipkart,5,24,62,91
240,Breville Barista Express Espresso Machine fc,1,96,47,86,90,176,2023-06-24T05:33:09.615Z,Traveling,Flipkart,46,8,25,79
241,LG OLED65CXPUA 65-Inch 4K Smart OLED TV fc,4,65,10,93,51,144,2023-06-24T05:33:09.615Z,Sports,Flipkart,25,93,41,159
242,Fitbit Inspire 2 fc,2,51,34,19,30,49,2023-06-24T05:33:09.615Z,Gaming,Flipkart,11,85,41,137
243,Apple MacBook Pro fc,4,44,48,49,37,86,2023-06-24T05:33:09.615Z,Daily life,Flipkart,19,65,85,169
244,Microsoft Xbox Series X fc,0,51,22,70,85,155,2023-06-24T05:33:09.615Z,Beauty,Flipkart,98,73,51,222
245,Bose SoundLink Revolve Portable Bluetooth Speaker fc,4,43,45,52,15,67,2023-06-24T05:33:09.615Z,Toys,Flipkart,39,53,9,101
246,Samsung Galaxy Tab S7 fc,2,19,33,47,34,81,2023-06-24T05:33:09.615Z,Mobiles,Flipkart,56,18,20,94
247,Ninja Foodi Deluxe Pressure Cooker fc,2,31,44,68,99,167,2023-06-24T05:33:09.615Z,Gaming,Flipkart,73,55,15,143
248,DJI Mavic Air 2 Drone fc,5,85,21,80,46,126,2023-06-24T05:33:09.615Z,Home Decor,Flipkart,78,77,46,201
249,Fitbit Aria Air Smart Scale fc,5,22,10,31,49,80,2023-06-24T05:33:09.615Z,Books,Flipkart,47,78,18,143
250,Sony A7 III Full-Frame Mirrorless Camera fc,5,84,33,67,78,145,2023-06-24T05:33:09.615Z,Beauty,Flipkart,23,55,95,173
251,Samsung 970 EVO Plus SSD fc,4,95,20,79,54,133,2023-06-24T05:33:09.615Z,Toys,Flipkart,92,73,12,177
252,Logitech MX Master 3 Wireless Mouse fc,0,42,50,13,50,63,2023-06-24T05:33:09.615Z,Electronic,Flipkart,63,69,14,146
253,Apple iPhone 12 Pro Max fc,5,96,14,52,8,60,2023-06-24T05:33:09.615Z,Sports,Flipkart,92,64,85,241
254,LG CX 55-Inch OLED 4K Smart TV fc,4,3,24,80,100,180,2023-06-24T05:33:09.615Z,Daily life,Flipkart,69,54,7,130
255,Bose SoundSport Wireless Earbuds fc,1,11,50,3,60,63,2023-06-24T05:33:09.615Z,Traveling,Flipkart,78,47,23,148
256,Microsoft Surface Laptop 4 fc,4,25,41,91,79,170,2023-06-24T05:33:09.615Z,Electronic,Flipkart,56,36,12,104
257,Roku Streaming Stick+ fc,2,96,50,33,76,109,2023-06-24T05:33:09.615Z,Mobiles,Flipkart,3,50,96,149
258,Anker Soundcore Liberty Air 2 Pro Earbuds fc,1,59,13,5,48,53,2023-06-24T05:33:09.615Z,Home Decor,Flipkart,75,41,74,190
259,Canon EOS R6 Mirrorless Camera fc,3,33,49,99,5,104,2023-06-24T05:33:09.615Z,Traveling,Flipkart,50,94,69,213
260,Sony WF-1000XM4 True Wireless Earbuds fc,4,72,17,23,49,72,2023-06-24T05:33:09.615Z,Mobiles,Flipkart,55,71,76,202
261,Garmin Fenix 6 Pro fc,2,27,11,21,68,89,2023-06-24T05:33:09.615Z,Gaming,Flipkart,89,11,72,172
262,LG 27UK850-W 27-Inch 4K Monitor fc,1,26,42,9,50,59,2023-06-24T05:33:09.615Z,Beauty,Flipkart,63,23,44,130
263,Crock-Pot Express Multi-Cooker fc,1,77,41,86,14,100,2023-06-24T05:33:09.615Z,Gaming,Flipkart,65,63,24,152
264,Samsung Galaxy S21 Ultra fc,4,77,13,81,69,150,2023-06-24T05:33:09.615Z,Electronic,Flipkart,85,22,87,194
265,ASUS ROG Strix G15 Gaming Laptop fc,2,32,18,56,82,138,2023-06-24T05:33:09.615Z,Daily life,Flipkart,56,62,9,127
266,Fitbit Sense Advanced Smartwatch fc,5,77,29,85,1,86,2023-06-24T05:33:09.615Z,Gaming,Flipkart,50,33,32,115
267,Sony X800H 55-Inch 4K Smart TV fc,5,15,47,51,66,117,2023-06-24T05:33:09.615Z,Daily life,Flipkart,71,83,2,156
268,Google Nest Cam Indoor Security Camera fc,5,91,44,99,4,103,2023-06-24T05:33:09.615Z,Gaming,Flipkart,16,95,81,192
269,Breville Smart Oven Air fc,5,31,23,48,1,49,2023-06-24T05:33:09.615Z,Mobiles,Flipkart,82,4,56,142
270,Beats Powerbeats Pro Wireless Earphones fc,2,49,39,67,87,154,2023-06-24T05:33:09.615Z,Beauty,Flipkart,57,29,31,117
271,Bose Solo 5 TV Soundbar fc,5,42,44,30,70,100,2023-06-24T05:33:09.615Z,Sports,Flipkart,86,68,58,212
272,Apple iMac 27-Inch Retina 5K Display fc,3,21,42,32,94,126,2023-06-24T05:33:09.615Z,Traveling,Flipkart,79,19,55,153
273,NVIDIA GeForce RTX 3080 Graphics Card fc,2,8,29,75,12,87,2023-06-24T05:33:09.615Z,Books,Flipkart,61,57,79,197
274,Nintendo Switch Lite fc,1,92,46,80,78,158,2023-06-24T05:33:09.615Z,Toys,Flipkart,93,80,81,254
275,Jabra Elite 85t True Wireless Earbuds fc,0,40,19,71,3,74,2023-06-24T05:33:09.615Z,Gaming,Flipkart,34,7,79,120
276,Canon EOS 90D DSLR Camera fc,3,74,22,54,43,97,2023-06-24T05:33:09.615Z,Traveling,Flipkart,47,48,1,96
277,Samsung Galaxy S20 FE fc,4,17,44,4,55,59,2023-06-24T05:33:09.615Z,Sports,Flipkart,72,49,18,139
278,Logitech G502 HERO Gaming Mouse fc,0,49,21,93,45,138,2023-06-24T05:33:09.615Z,Books,Flipkart,7,52,75,134
279,LG OLED48C1 48-Inch 4K Smart OLED TV fc,2,96,45,29,40,69,2023-06-24T05:33:09.615Z,Sports,Flipkart,38,49,14,101
280,Dyson V11 Animal Cordless Vacuum Cleaner fc,3,31,43,24,10,34,2023-06-24T05:33:09.615Z,Toys,Flipkart,47,71,19,137
281,Philips Hue White and Color Ambiance Smart Bulb fc,3,62,42,42,11,53,2023-06-24T05:33:09.615Z,Sports,Flipkart,86,79,85,250
282,Apple AirTag fc,4,26,28,62,76,138,2023-06-24T05:33:09.615Z,Books,Flipkart,69,4,70,143
283,Razer BlackWidow Elite Mechanical Gaming Keyboard fc,1,32,50,49,71,120,2023-06-24T05:33:09.615Z,Traveling,Flipkart,70,67,24,161
284,Sony ZV-1 Compact Camera fc,2,58,43,37,56,93,2023-06-24T05:33:09.615Z,Gaming,Flipkart,6,48,44,98
285,Amazon Echo Show 10 (3rd generation) fc,3,63,41,83,73,156,2023-06-24T05:33:09.615Z,Books,Flipkart,44,97,86,227
286,HP Pavilion 27-Inch FHD Monitor fc,1,18,40,49,78,127,2023-06-24T05:33:09.615Z,Traveling,Flipkart,13,72,88,173
287,Bose QuietComfort Earbuds fc,5,42,27,54,94,148,2023-06-24T05:33:09.615Z,Books,Flipkart,98,24,28,150
288,Sony Alpha a6400 Mirrorless Camera fc,1,56,14,0,53,53,2023-06-24T05:33:09.615Z,Toys,Flipkart,95,72,72,239
289,Garmin Instinct Solar Outdoor GPS Watch fc,4,35,17,12,80,92,2023-06-24T05:33:09.615Z,Daily life,Flipkart,84,5,47,136
290,Nintendo Switch Pro Controller fc,0,9,41,49,33,82,2023-06-24T05:33:09.615Z,Daily life,Flipkart,69,51,13,133
291,Fitbit Flex 2 fc,2,84,29,90,82,172,2023-06-24T05:33:09.615Z,Electronic,Flipkart,94,57,34,185
292,Apple iPad Pro fc,0,36,46,38,90,128,2023-06-24T05:33:09.615Z,Toys,Flipkart,9,48,23,80
293,Samsung QN90A 75-Inch Neo QLED 4K Smart TV fc,5,57,25,79,8,87,2023-06-24T05:33:09.615Z,Sports,Flipkart,80,100,79,259
294,Breville Joule Sous Vide fc,3,97,43,86,92,178,2023-06-24T05:33:09.615Z,Sports,Flipkart,29,10,60,99
295,Sony WH-1000XM3 Wireless Noise-Canceling Headphones fc,5,60,19,51,49,100,2023-06-24T05:33:09.615Z,Daily life,Flipkart,4,11,48,63
296,LG Gram 17-Inch Laptop fc,2,76,16,64,60,124,2023-06-24T05:33:09.615Z,Electronic,Flipkart,99,8,4,111
297,Google Pixel 5 fc,3,71,33,25,32,57,2023-06-24T05:33:09.615Z,Beauty,Flipkart,64,83,98,245
298,Ring Stick Up Cam Battery fc,4,37,50,49,22,71,2023-06-24T05:33:09.615Z,Books,Flipkart,74,15,28,117
299,KitchenAid Artisan Series Stand Mixer fc,4,97,19,42,86,128,2023-06-24T05:33:09.615Z,Electronic,Flipkart,32,85,29,146
300,DJI Osmo Pocket Handheld Camera fc,4,1,22,59,52,111,2023-06-24T05:33:09.615Z,Daily life,Flipkart,92,75,47,214
301,Toothbrush,3,50,10,25,5,30,2023-06-24T05:33:09.613Z,Accessories,Walmart,10,15,5,30
302,Coffee Mug,4,75,15,35,2,37,2023-06-24T05:33:09.613Z,Kitchen,Walmart,20,10,7,37
303,Umbrella,2,30,5,10,8,18,2023-06-24T05:33:09.613Z,Outdoor,Walmart,5,8,5,18
304,Towel,5,100,20,40,0,40,2023-06-24T05:33:09.613Z,Bathroom,Walmart,15,15,10,40
305,Shampoo,3,55,8,18,3,21,2023-06-24T05:33:09.613Z,Personal Care,Walmart,8,7,6,21
306,Socks,1,20,2,3,10,13,2023-06-24T05:33:09.613Z,Apparel,Walmart,1,5,7,13
307,Pen,4,80,12,30,1,31,2023-06-24T05:33:09.613Z,Office Supplies,Walmart,15,12,4,31
308,Notebook,2,40,6,12,7,19,2023-06-24T05:33:09.613Z,Office Supplies,Walmart,3,8,8,19
309,Keychain,5,95,18,35,0,35,2023-06-24T05:33:09.613Z,Accessories,Walmart,10,15,10,35
310,Hand Soap,3,60,10,20,2,22,2023-06-24T05:33:09.613Z,Bathroom,Walmart,7,8,7,22
311,Spoon,1,25,3,5,12,17,2023-06-24T05:33:09.613Z,Kitchen,Walmart,3,6,8,17
312,Fork,4,85,14,28,4,32,2023-06-24T05:33:09.613Z,Kitchen,Walmart,12,12,8,32
313,Plate,2,35,5,15,6,21,2023-06-24T05:33:09.613Z,Kitchen,Walmart,5,7,9,21
314,Glass,5,105,22,38,0,38,2023-06-24T05:33:09.613Z,Kitchen,Walmart,18,15,5,38
315,Toilet Paper,3,65,10,22,3,25,2023-06-24T05:33:09.613Z,Bathroom,Walmart,10,9,6,25
316,Hairbrush,1,22,3,4,11,15,2023-06-24T05:33:09.613Z,Personal Care,Walmart,2,4,9,15
317,Comb,4,90,16,32,2,34,2023-06-24T05:33:09.613Z,Personal Care,Walmart,10,15,9,34
318,Mirror,2,42,7,14,5,19,2023-06-24T05:33:09.613Z,Home Decor,Walmart,4,6,9,19
319,Tissue Box,5,110,25,42,0,42,2023-06-24T05:33:09.613Z,Home Decor,Walmart,20,15,7,42
320,Soap Dispenser,3,70,12,26,4,30,2023-06-24T05:33:09.613Z,Bathroom,Walmart,12,10,8,30
321,Cup,1,18,2,3,8,11,2023-06-24T05:33:09.613Z,Kitchen,Walmart,2,3,6,11
322,Scissors,4,88,14,30,3,33,2023-06-24T05:33:09.613Z,Office Supplies,Walmart,14,14,5,33
323,Dish Soap,2,38,6,10,7,17,2023-06-24T05:33:09.613Z,Household,Walmart,5,6,6,17
324,Laundry Detergent,5,102,20,40,1,41,2023-06-24T05:33:09.613Z,Household,Walmart,17,18,6,41
325,Trash Bag,3,58,10,22,4,26,2023-06-24T05:33:09.613Z,Household,Walmart,9,8,9,26
326,Broom,1,23,3,4,9,13,2023-06-24T05:33:09.613Z,Household,Walmart,3,3,7,13
327,Dustpan,4,82,12,29,2,31,2023-06-24T05:33:09.613Z,Household,Walmart,13,12,6,31
328,Alarm Clock,2,37,6,11,6,17,2023-06-24T05:33:09.613Z,Electronics,Walmart,4,5,8,17
329,Trash Can,5,98,18,37,0,37,2023-06-24T05:33:09.613Z,Household,Walmart,16,15,6,37
330,Paper Towels,3,63,10,24,3,27,2023-06-24T05:33:09.613Z,Household,Walmart,11,9,7,27
331,Frying Pan,1,28,3,4,10,14,2023-06-24T05:33:09.613Z,Kitchen,Walmart,3,5,6,14
332,Knife,4,87,14,31,2,33,2023-06-24T05:33:09.613Z,Kitchen,Walmart,14,13,6,33
333,Cutting Board,2,39,7,12,7,19,2023-06-24T05:33:09.613Z,Kitchen,Walmart,5,6,8,19
334,Bed Sheets,5,106,22,38,0,38,2023-06-24T05:33:09.613Z,Bedroom,Walmart,18,17,6,38
335,Pillow,3,68,12,28,4,32,2023-06-24T05:33:09.613Z,Bedroom,Walmart,11,10,11,32
336,Blanket,1,21,2,3,10,13,2023-06-24T05:33:09.613Z,Bedroom,Walmart,1,6,6,13
337,Toothpaste,4,80,12,30,1,31,2023-06-24T05:33:09.613Z,Personal Care,Walmart,15,12,4,31
338,Candle,2,40,6,12,7,19,2023-06-24T05:33:09.613Z,Home Decor,Walmart,3,8,8,19
339,Hanger,5,95,18,35,0,35,2023-06-24T05:33:09.613Z,Home Decor,Walmart,10,15,10,35
340,Dish Towel,3,60,10,20,2,22,2023-06-24T05:33:09.613Z,Kitchen,Walmart,7,8,7,22
341,Mop,1,25,3,5,12,17,2023-06-24T05:33:09.613Z,Household,Walmart,3,6,8,17
342,Bucket,4,85,14,28,4,32,2023-06-24T05:33:09.613Z,Household,Walmart,12,12,8,32
343,Dish Rag,2,35,5,15,6,21,2023-06-24T05:33:09.613Z,Kitchen,Walmart,5,7,9,21
344,Hand Towel,5,105,22,38,0,38,2023-06-24T05:33:09.613Z,Bathroom,Walmart,18,15,5,38
345,Clock,3,65,10,22,3,25,2023-06-24T05:33:09.613Z,Home Decor,Walmart,10,9,6,25
346,Tablecloth,1,22,3,4,11,15,2023-06-24T05:33:09.613Z,Home Decor,Walmart,2,4,9,15
347,Hand Sanitizer,4,90,16,32,2,34,2023-06-24T05:33:09.613Z,Personal Care,Walmart,10,15,9,34
348,Sunscreen,2,42,7,14,5,19,2023-06-24T05:33:09.613Z,Personal Care,Walmart,4,6,9,19
349,Insect Repellent,5,110,25,42,0,42,2023-06-24T05:33:09.613Z,Outdoor,Walmart,20,15,7,42
350,Hand Lotion,3,70,12,26,4,30,2023-06-24T05:33:09.613Z,Personal Care,Walmart,12,10,8,30
351,Trash Bin,4,40,10,20,5,25,2023-06-24T05:33:09.613Z,Household,Walmart,12,7,6,25
352,Toothbrush Holder,3,15,5,10,3,13,2023-06-24T05:33:09.613Z,Bathroom,Walmart,5,4,4,13
353,Paper Plates,5,30,10,25,1,26,2023-06-24T05:33:09.613Z,Kitchen,Walmart,15,7,4,26
354,Shower Curtain,4,20,5,15,2,17,2023-06-24T05:33:09.613Z,Bathroom,Walmart,7,6,4,17
355,Dish Drainer,2,25,5,10,5,15,2023-06-24T05:33:09.613Z,Kitchen,Walmart,5,3,7,15
356,Hand Mixer,4,60,15,40,2,42,2023-06-24T05:33:09.613Z,Kitchen,Walmart,20,15,7,42
357,Face Towel,3,10,2,7,2,9,2023-06-24T05:33:09.613Z,Bathroom,Walmart,3,3,3,9
358,Cookie Sheet,4,18,4,12,3,15,2023-06-24T05:33:09.613Z,Kitchen,Walmart,6,4,5,15
359,Coat Hanger,2,12,3,5,4,9,2023-06-24T05:33:09.613Z,Home Decor,Walmart,3,2,4,9
360,Blender,5,80,20,60,0,60,2023-06-24T05:33:09.613Z,Kitchen,Walmart,30,20,10,60
361,Lunch Box,3,20,5,10,2,12,2023-06-24T05:33:09.613Z,Kitchen,Walmart,5,4,3,12
362,Backpack,4,40,10,30,2,32,2023-06-24T05:33:09.613Z,Accessories,Walmart,15,10,7,32
363,Handheld Vacuum,2,50,10,20,5,25,2023-06-24T05:33:09.613Z,Appliances,Walmart,12,8,5,25
364,Bath Mat,5,15,3,10,1,11,2023-06-24T05:33:09.613Z,Bathroom,Walmart,5,4,2,11
365,Cutlery Set,4,35,8,25,3,28,2023-06-24T05:33:09.613Z,Kitchen,Walmart,10,8,10,28
366,Tea Kettle,3,30,5,15,2,17,2023-06-24T05:33:09.613Z,Kitchen,Walmart,7,5,5,17
367,Desk Lamp,5,25,5,20,1,21,2023-06-24T05:33:09.613Z,Home Decor,Walmart,10,6,5,21
368,Plunger,2,10,2,5,3,8,2023-06-24T05:33:09.613Z,Bathroom,Walmart,2,3,3,8
369,Handheld Mixer,4,55,12,40,2,42,2023-06-24T05:33:09.613Z,Kitchen,Walmart,20,15,7,42
370,Dish Soap Dispenser,3,18,3,12,2,14,2023-06-24T05:33:09.613Z,Kitchen,Walmart,6,4,4,14
371,Clothes Hanger,4,8,2,5,2,7,2023-06-24T05:33:09.613Z,Home Decor,Walmart,2,2,3,7
372,Stand Mixer,5,100,20,80,1,81,2023-06-24T05:33:09.613Z,Kitchen,Walmart,40,30,11,81
373,Shower Caddy,3,15,4,10,1,11,2023-06-24T05:33:09.613Z,Bathroom,Walmart,5,4,2,11
374,Cutting Mat,4,10,2,8,2,10,2023-06-24T05:33:09.613Z,Kitchen,Walmart,3,4,3,10
375,Bin Liners,2,5,1,3,1,4,2023-06-24T05:33:09.613Z,Household,Walmart,1,1,2,4
376,Ironing Board,5,25,5,20,1,21,2023-06-24T05:33:09.613Z,Home Decor,Walmart,10,6,5,21
377,Kitchen Timer,3,8,2,6,1,7,2023-06-24T05:33:09.613Z,Kitchen,Walmart,2,2,3,7
378,Bath Towel,4,12,3,9,2,11,2023-06-24T05:33:09.613Z,Bathroom,Walmart,3,3,5,11
379,Spatula Set,2,7,1,4,2,6,2023-06-24T05:33:09.613Z,Kitchen,Walmart,1,1,4,6
380,Clothes Dryer,5,200,30,150,1,151,2023-06-24T05:33:09.613Z,Appliances,Walmart,70,50,31,151
381,Soap Dish,3,5,1,3,1,4,2023-06-24T05:33:09.613Z,Bathroom,Walmart,1,1,2,4
382,Can Opener,4,10,2,7,1,8,2023-06-24T05:33:09.613Z,Kitchen,Walmart,3,2,3,8
383,Cleaning Brush,2,5,1,3,1,4,2023-06-24T05:33:09.613Z,Household,Walmart,1,1,2,4
384,Shower Mat,5,8,2,6,1,7,2023-06-24T05:33:09.613Z,Bathroom,Walmart,2,2,3,7
385,Measuring Cups,3,6,1,4,2,5,2023-06-24T05:33:09.613Z,Kitchen,Walmart,1,1,3,5
386,Drawer Organizer,4,12,2,8,1,9,2023-06-24T05:33:09.613Z,Home Decor,Walmart,3,3,3,9
387,Spatula,2,3,1,2,1,3,2023-06-24T05:33:09.613Z,Kitchen,Walmart,1,1,1,3
388,Cleaning Cloth,5,4,1,3,1,4,2023-06-24T05:33:09.613Z,Household,Walmart,1,1,2,4
389,Shower Head,3,20,5,10,2,12,2023-06-24T05:33:09.613Z,Bathroom,Walmart,6,4,2,12
390,Whisk,4,8,2,6,1,7,2023-06-24T05:33:09.613Z,Kitchen,Walmart,3,2,2,7
391,Drying Rack,2,10,2,5,3,8,2023-06-24T05:33:09.613Z,Kitchen,Walmart,2,2,4,8
392,Trash Bag Dispenser,5,15,3,10,1,11,2023-06-24T05:33:09.613Z,Household,Walmart,5,4,2,11
393,Cookware Set,3,80,15,50,2,52,2023-06-24T05:33:09.613Z,Kitchen,Walmart,30,15,7,52
394,Toilet Brush,4,5,1,4,1,4,2023-06-24T05:33:09.613Z,Bathroom,Walmart,2,1,1,4
395,Measuring Spoons,2,4,1,2,1,3,2023-06-24T05:33:09.613Z,Kitchen,Walmart,1,1,1,3
